Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-736351222;2012-05-07 13:01;Accepted;In Progress;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-736351222;2012-05-07 14:40;Completed;Closed;E_10; C;G288;2nd;High;PROD802;in;Sweden;Tarun
1-737323915;2012-05-01 08:34;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD793;us;Sweden;Vaibhav
1-737323915;2012-05-01 08:34;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD793;us;Sweden;Vaibhav
1-737341073;2012-05-01 13:55;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD488;se;Sweden;Rakesh
1-738285921;2012-05-02 09:46;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Alan
1-738300041;2012-05-02 10:04;Accepted;In Progress;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Prasad
1-738300041;2012-05-02 10:09;Accepted;Wait;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Prasad
1-738300041;2012-05-15 08:44;Queued;Awaiting Assignment;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Prasad
1-738300041;2012-05-15 09:02;Accepted;In Progress;E_10; C;G263;2nd;Medium;PROD509;be;Sweden;Jitender
1-738300041;2012-05-15 09:05;Queued;Awaiting Assignment;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Prasad
1-738300041;2012-05-15 09:06;Accepted;In Progress;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Jitender
1-738300041;2012-05-15 09:13;Queued;Awaiting Assignment;A2_1; A2;W16;3rd;Medium;PROD509;be;POLAND;Miroslaw
1-738300041;2012-05-15 09:28;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD509;be;POLAND;Przemyslaw
1-738300041;2012-05-15 09:37;Queued;Awaiting Assignment;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Prasad
1-738300041;2012-05-15 09:43;Accepted;In Progress;E_10; C;G236;2nd;Medium;PROD509;be;Sweden;Jitender
1-738300041;2012-05-15 10:34;Queued;Awaiting Assignment;E_4; C;G87;2nd;Medium;PROD509;be;INDIA;Pratap
1-738300041;2012-05-15 10:51;Accepted;In Progress;E_4; C;G87;2nd;Medium;PROD509;be;Sweden;Joacim
1-738300041;2012-05-15 11:58;Accepted;Wait;E_4; C;G87;2nd;Medium;PROD509;be;Sweden;Joacim
1-738300041;2012-05-22 09:28;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD509;be;POLAND;Przemyslaw
1-738300041;2012-05-22 09:37;Queued;Awaiting Assignment;E_2; C;G57;2nd;Medium;PROD509;be;Sweden;Gitt
1-738300041;2012-05-22 10:26;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD509;be;Sweden;Urban
1-738300041;2012-05-22 14:29;Queued;Awaiting Assignment;C_2; C;G58;3rd;Medium;PROD509;be;Belgium;Els
1-738300041;2012-05-23 09:34;Accepted;Assigned;C_2; C;G58;3rd;Medium;PROD509;be;Belgium;Jo
1-738300041;2012-05-23 09:46;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD509;be;Belgium;Els
1-738300041;2012-05-23 09:48;Queued;Awaiting Assignment;C_2; C;G58;3rd;Medium;PROD509;be;Belgium;Els
1-738300041;2012-05-23 09:50;Accepted;Assigned;C_2; C;G58;3rd;Medium;PROD509;be;Sweden;Lars
1-738300041;2012-05-30 14:07;Accepted;In Progress;C_2; C;G58;3rd;Medium;PROD509;be;Sweden;Lars
1-738322892;2012-05-02 10:59;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD802;se;Sweden;Peter
1-738322892;2012-05-02 11:00;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD802;se;Sweden;Peter
1-738322892;2012-05-02 11:02;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD802;se;Sweden;Peter
1-738322892;2012-05-22 07:12;Accepted;In Progress;E_7; C;G134;2nd;Medium;PROD802;se;Sweden;Peter
1-738322892;2012-05-22 07:14;Queued;Awaiting Assignment;E_7; C;G157;2nd;Medium;PROD802;se;INDIA;Rajesh Kumar
1-738322892;2012-05-22 14:17;Accepted;In Progress;E_7; C;G157;2nd;Medium;PROD802;se;INDIA;Rajesh Kumar
1-738322892;2012-06-14 08:53;Accepted;In Progress;E_7; C;G157;2nd;Medium;PROD802;se;Sweden;Daniel
1-738322892;2012-06-14 08:57;Queued;Awaiting Assignment;E_7; C;G135;2nd;Medium;PROD802;se;Sweden;Anna
1-738501821;2012-05-02 13:47;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738501821;2012-05-02 13:50;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738501821;2012-05-02 13:51;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD745;be;INDIA;Mohsin
1-738501821;2012-05-02 13:56;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738501821;2012-06-05 10:09;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738520030;2012-05-02 13:58;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520030;2012-05-02 14:01;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520030;2012-06-05 10:10;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738520140;2012-05-02 14:04;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520140;2012-05-02 14:06;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520140;2012-06-05 10:10;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738520280;2012-05-02 14:09;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520280;2012-05-02 14:13;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520280;2012-06-05 10:11;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738520420;2012-05-02 14:14;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520420;2012-05-02 14:16;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520420;2012-06-05 10:11;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738520500;2012-05-02 14:26;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520500;2012-05-02 14:27;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738520500;2012-06-05 10:11;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738538186;2012-05-02 14:19;Accepted;In Progress;E_3; C;G68;2nd;Medium;PROD714;se;Sweden;Lars
1-738554050;2012-05-02 14:30;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738554050;2012-05-02 14:31;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738554050;2012-06-05 10:12;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738554110;2012-05-02 14:34;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738554110;2012-05-02 14:36;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-738554110;2012-06-05 10:12;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Marie
1-738820901;2012-05-02 22:07;Accepted;In Progress;E_3; B;S12;2nd;Medium;PROD120;br;Brazil;Alice
1-738820901;2012-05-02 22:21;Accepted;Assigned;E_3; B;S12;2nd;Medium;PROD120;br;Brazil;Alice
1-738820974;2012-05-02 22:20;Accepted;In Progress;E_3; B;S12;2nd;Low;PROD120;br;Brazil;Alice
1-738820974;2012-05-02 22:22;Accepted;Assigned;E_3; B;S12;2nd;Low;PROD120;br;Brazil;Alice
1-738820974;2012-05-25 17:38;Completed;Closed;E_3; B;S12;2nd;Low;PROD120;br;Brazil;Alice
1-739196611;2012-05-03 08:25;Accepted;In Progress;E_10; C;G140;2nd;Medium;PROD660;se;Sweden;Niklas
1-739196611;2012-05-03 10:52;Accepted;In Progress;E_10; C;G140;2nd;Medium;PROD660;se;Sweden;Niklas
1-739220231;2012-05-03 08:32;Accepted;In Progress;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-739220231;2012-05-09 13:34;Accepted;Wait;E_4; C;G89;2nd;Low;PROD436;in;INDIA;Sameer
1-739271601;2012-05-03 09:48;Accepted;In Progress;D_1; A2;L50;3rd;Low;PROD611;in;Sweden;Panigrahy
1-739276320;2012-05-03 11:40;Accepted;In Progress;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Venkata
1-739276320;2012-05-03 11:41;Accepted;Wait;A2_4; A2;G105;2nd;Medium;PROD337;se;Sweden;Venkata
1-739323204;2012-05-03 10:38;Accepted;In Progress;E_10; C;G140;2nd;Medium;PROD660;se;Sweden;Jesper
1-739385022;2012-05-03 11:04;Accepted;In Progress;E_10; C;G140;2nd;Low;PROD660;se;Sweden;Olof
1-739385022;2012-05-03 11:05;Accepted;In Progress;E_10; C;G140;2nd;Low;PROD660;se;Sweden;Olof
1-739385022;2012-05-03 11:07;Accepted;Wait;E_10; C;G140;2nd;Low;PROD660;se;Sweden;Olof
1-739385022;2012-05-08 11:56;Accepted;In Progress;E_10; C;G140;2nd;Low;PROD660;se;Sweden;Olof
1-739385022;2012-05-09 08:57;Accepted;Wait;E_10; C;G140;2nd;Low;PROD660;se;Sweden;Olof
1-739606592;2012-05-03 15:26;Accepted;In Progress;A2_4; A2;G11;2nd;Major;PROD49;0;Belgium;Joris
1-739606592;2012-05-03 15:33;Completed;Closed;A2_4; A2;G11;2nd;Major;PROD49;0;Belgium;Joris
1-739606592;2012-05-04 11:17;Accepted;In Progress;A2_4; A2;G11;2nd;Major;PROD49;0;Belgium;Joris
1-739633778;2012-05-03 16:32;Accepted;In Progress;A2_2; A2;K4;2nd;High;PROD424;pl;POLAND;Piotr
1-739633778;2012-05-03 16:43;Queued;Awaiting Assignment;A2_2; A2;K4;2nd;High;PROD424;pl;POLAND;Piotr
1-739633778;2012-05-03 16:51;Accepted;In Progress;A2_2; A2;K4;2nd;High;PROD424;pl;POLAND;Katarzyna
1-739633778;2012-05-03 17:02;Queued;Awaiting Assignment;E_10; C;G249;3rd;High;PROD424;pl;POLAND;Grzegorz
1-739633778;2012-05-23 12:32;Accepted;In Progress;E_10; C;G249;3rd;High;PROD424;pl;POLAND;Marcin
1-739633778;2012-05-23 12:33;Accepted;Assigned;E_10; C;G249;3rd;High;PROD424;pl;Brazil;Diogo
1-739695919;2012-05-03 16:00;Accepted;In Progress;A2_3; A2;S21;2nd;Major;PROD673;se;Sweden;Viktoria
1-739695919;2012-05-03 17:35;Queued;Awaiting Assignment;A2_3; A2;S21;2nd;Major;PROD673;se;Sweden;Viktoria
1-739695919;2012-05-04 10:35;Queued;Awaiting Assignment;E_7; C;G153;2nd;Major;PROD673;se;Sweden;Peter
1-739695919;2012-05-06 18:27;Accepted;In Progress;E_7; C;G134;2nd;Major;PROD673;se;Sweden;Peter
1-739695919;2012-05-08 12:51;Accepted;In Progress;E_7; C;G153;2nd;Major;PROD673;se;Sweden;Peter
1-739695919;2012-05-08 13:24;Queued;Awaiting Assignment;E_10; C;G271;2nd;Major;PROD673;se;Sweden;Praveen
1-739695919;2012-05-10 13:25;Queued;Awaiting Assignment;C_6; C;G273;3rd;Major;PROD673;se;Sweden;Martin
1-739695919;2012-05-11 09:41;Accepted;In Progress;C_6; C;G273;3rd;Major;PROD673;se;Sweden;Pascal
1-739695919;2012-05-16 14:22;Completed;Closed;C_6; C;G273;3rd;Major;PROD673;se;Sweden;Pascal
1-739695919;2012-05-29 12:10;Accepted;In Progress;C_6; C;G273;3rd;Major;PROD673;se;Sweden;Pascal
1-739695919;2012-05-29 12:17;Completed;Closed;C_6; C;G273;3rd;Major;PROD673;se;Sweden;Pascal
1-740315794;2012-05-04 13:38;Queued;Awaiting Assignment;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-740315794;2012-06-04 09:36;Accepted;In Progress;C_6; C;G144;3rd;Medium;PROD660;se;Sweden;John
1-740460519;2012-05-04 11:26;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-740460519;2012-05-04 11:27;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-740460519;2012-05-04 16:17;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-740527376;2012-05-04 10:53;Accepted;In Progress;; V2;T3;2nd;Medium;PROD449;se;Sweden;Bj÷rn
1-740597491;2012-05-04 12:43;Queued;Awaiting Assignment;C_6; C;G225;3rd;Medium;PROD802;se;France;Olivier
1-740597491;2012-05-04 12:46;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Andreas
1-740597491;2012-05-04 12:54;Queued;Awaiting Assignment;C_6; C;G225;3rd;Medium;PROD802;se;France;Olivier
1-740597491;2012-05-07 10:47;Accepted;In Progress;C_6; C;G225;3rd;Medium;PROD802;se;France;Nicolas
1-740597491;2012-05-07 10:47;Queued;Awaiting Assignment;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Martin
1-740597491;2012-05-07 10:59;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Andreas
1-740597491;2012-05-08 13:06;Queued;Awaiting Assignment;C_6; C;G225;3rd;Medium;PROD802;se;France;Olivier
1-740597491;2012-05-16 09:55;Queued;Awaiting Assignment;C_6; C;G270;3rd;Medium;PROD802;se;France;Olivier
1-740597491;2012-06-06 17:07;Accepted;In Progress;C_6; C;G270;3rd;Medium;PROD802;se;France;Raphael
1-740597491;2012-06-06 17:08;Queued;Awaiting Assignment;C_1; C;G19;3rd;Medium;PROD802;se;Sweden;Eva
1-740618034;2012-05-04 14:29;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-740618034;2012-05-04 14:31;Accepted;Wait;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-740618034;2012-06-05 17:05;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-740681141;2012-05-04 14:30;Accepted;In Progress;C_2; C;G58;3rd;Medium;PROD327;se;Belgium;Els
1-740681141;2012-05-04 14:31;Queued;Awaiting Assignment;C_2; C;G58;3rd;Medium;PROD327;se;Belgium;Els
1-740681141;2012-05-07 08:05;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD327;se;Belgium;Els
1-740681141;2012-05-07 08:06;Accepted;Assigned;E_2; C;G57;2nd;Medium;PROD327;se;USA;Jon
1-740681235;2012-05-04 15:07;Queued;Awaiting Assignment;E_1; C;G46;2nd;Medium;PROD239;be;Belgium;Patrick
1-740740981;2012-05-04 15:45;Accepted;In Progress;E_6; C;G48;2nd;Medium;PROD94;se;Sweden;Lena
1-740740981;2012-05-04 15:49;Queued;Awaiting Assignment;E_6; C;G48;2nd;Medium;PROD94;se;Sweden;Lena
1-740740981;2012-05-10 14:15;Accepted;In Progress;E_6; C;G48;2nd;Medium;PROD94;se;Sweden;Lena
1-740829883;2012-05-05 15:07;Accepted;Wait;E_10; B;G238;2nd;Medium;PROD209;in;INDIA;Vijayakumar
1-741545507;2012-05-07 14:24;Accepted;In Progress;A2_3; A2;S35;2nd;Medium;PROD551;se;Sweden;Lena
1-741547216;2012-05-07 13:00;Accepted;In Progress;; V2;T3;2nd;Medium;PROD449;se;Sweden;Bj÷rn
1-741556827;2012-05-07 11:03;Accepted;In Progress;A2_2; A2;G34;3rd;Medium;PROD698;fr;POLAND;Maciej
1-741556827;2012-05-07 11:47;Accepted;Wait;A2_2; A2;G34;3rd;Medium;PROD698;fr;POLAND;Maciej
1-741583418;2012-05-07 09:49;Accepted;In Progress;; V11;C8;1st;Medium;PROD236;dk;Denmark;Lars
1-741647211;2012-05-07 10:14;Accepted;In Progress;A2_4; A2;G47;2nd;Medium;PROD243;se;Sweden;Avvaru
1-741672841;2012-05-07 11:32;Accepted;In Progress;A2_1; A2;T17;2nd;High;PROD350;se;China;Joey
1-741674039;2012-05-07 10:20;Accepted;In Progress;E_7; C;G160;2nd;Medium;PROD673;se;Sweden;Marianne
1-741826252;2012-05-07 13:58;Accepted;In Progress;; G4;S22;2nd;Low;PROD397;se;Sweden;G÷ran
1-741867303;2012-05-07 15:01;Accepted;In Progress;; F;G207;2nd;Medium;PROD753;se;Belgium;Marc
1-741987554;2012-05-07 18:07;Accepted;In Progress;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-741987554;2012-05-07 18:11;Accepted;Wait;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08 13:14;Accepted;Wait;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08 13:17;Accepted;In Progress;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08 14:04;Accepted;Wait;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08 15:53;Queued;Awaiting Assignment;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-742134325;2012-05-08 08:11;Accepted;In Progress;; G4;G51;2nd;High;PROD700;se;Sweden;Harshavardhan
1-742230262;2012-05-08 10:08;Accepted;In Progress;C_6; C;G268;3rd;High;PROD805;se;Sweden;Vesa
1-742257742;2012-05-08 11:56;Accepted;In Progress;V3_2; C;G371;1st;Low;PROD262;se;Sweden;Jimmy
1-742295367;2012-05-08 12:46;Accepted;In Progress;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-742295367;2012-05-08 12:48;Accepted;Assigned;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-742295367;2012-05-29 08:29;Accepted;In Progress;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-742295367;2012-06-08 14:25;Accepted;Wait;; G4;S33;2nd;Medium;PROD448;se;Sweden;Samira
1-742296921;2012-05-08 11:27;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-742296921;2012-05-08 11:30;Queued;Awaiting Assignment;E_4; C;G88;2nd;High;PROD793;us;USA;Robert
1-742296921;2012-05-22 14:28;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;Sweden;Vaibhav
1-742296921;2012-05-22 15:12;Completed;Closed;E_4; C;G88;2nd;High;PROD793;us;Sweden;Vaibhav
1-742383121;2012-05-08 13:43;Accepted;In Progress;; G4;S30;2nd;Low;PROD408;se;Sweden;Andreas
1-742383121;2012-05-08 13:53;Accepted;Assigned;; G4;S30;2nd;Low;PROD408;se;Sweden;Andreas
1-742383139;2012-05-08 13:51;Accepted;In Progress;; G4;S30;2nd;High;PROD802;se;Sweden;David
1-742383139;2012-05-08 13:58;Accepted;Assigned;; G4;S30;2nd;High;PROD802;se;Sweden;David
1-742383139;2012-05-17 09:35;Accepted;In Progress;; G4;S30;2nd;High;PROD802;se;Sweden;David
1-742383139;2012-05-17 09:35;Completed;Closed;; G4;S30;2nd;High;PROD802;se;Sweden;David
1-742397639;2012-05-08 16:05;Accepted;In Progress;A2_4; A2;G107;3rd;Medium;PROD537;se;Sweden;Mikael
1-742498161;2012-05-08 18:22;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-742498161;2012-05-08 18:27;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-742516187;2012-05-08 19:29;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-742516187;2012-05-08 19:29;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-742523071;2012-05-08 19:23;Accepted;In Progress;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Himanshu
1-742523071;2012-05-08 19:34;Accepted;In Progress;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Himanshu
1-742523071;2012-05-08 19:36;Accepted;Wait;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Himanshu
1-742730173;2012-05-09 10:03;Accepted;In Progress;E_10; C;G3;2nd;Low;PROD178;se;Sweden;Henrik
1-742730173;2012-05-09 10:07;Queued;Awaiting Assignment;E_10; C;G3;2nd;Low;PROD178;se;Sweden;Henrik
1-742730173;2012-05-30 09:12;Accepted;In Progress;E_10; C;G3;2nd;Low;PROD178;se;Sweden;Hicham
1-742746815;2012-05-09 11:47;Accepted;In Progress;C_3; C;G95;3rd;Medium;PROD375;se;INDIA;Pratap
1-742748687;2012-05-09 11:14;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-742748687;2012-05-09 11:15;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-742748728;2012-05-09 13:49;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-742748728;2012-05-09 13:55;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-742765946;2012-05-09 13:28;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;Johan
1-742833777;2012-05-09 16:27;Completed;Closed;A2_4; A2;G118;2nd;Medium;PROD591;se;Sweden;Maria
1-742838561;2012-05-09 13:28;Accepted;In Progress;E_6; C;S20;2nd;High;PROD802;se;Sweden;Kell
1-742894028;2012-05-09 14:07;Accepted;In Progress;A2_3; A2;U6;2nd;Low;PROD802;se;Sweden;Valter
1-742894028;2012-05-09 14:15;Accepted;Assigned;A2_3; A2;U6;2nd;Low;PROD802;se;Sweden;Valter
1-742894028;2012-05-09 14:55;Accepted;Wait;A2_3; A2;U6;2nd;Low;PROD802;se;Sweden;Valter
1-742980945;2012-05-09 15:54;Accepted;In Progress;C_6; C;G268;3rd;High;PROD805;se;Sweden;Christer
1-743052684;2012-05-09 23:36;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Sameer
1-743052684;2012-05-09 23:40;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Sameer
1-743091195;2012-05-09 21:48;Accepted;In Progress;E_6; B;S4;2nd;Low;PROD122;br;Brazil;Thiago
1-743091195;2012-05-09 22:00;Accepted;In Progress;E_6; B;S4;2nd;Low;PROD122;br;Brazil;Thiago
1-743091195;2012-05-17 17:51;Accepted;In Progress;E_6; B;S4;2nd;Low;PROD122;br;Brazil;Marise
1-743091195;2012-05-17 17:54;Queued;Awaiting Assignment;A2_3; A2;S3;2nd;Low;PROD122;br;Brazil;Carlos
1-743110322;2012-05-09 22:42;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;INDIA;Hineesh
1-743163074;2012-05-10 02:23;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Sameer
1-743163074;2012-05-10 02:24;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Sameer
1-743289531;2012-05-10 09:51;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Arun
1-743289531;2012-05-10 10:16;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Arun
1-743310191;2012-05-10 09:36;Accepted;In Progress;; C;U5;2nd;Medium;PROD348;fr;France;Frederic
1-743310191;2012-05-22 13:40;Accepted;In Progress;; C;U5;2nd;Medium;PROD348;fr;France;Frederic
1-743358071;2012-05-10 10:32;Accepted;In Progress;C_6; C;G268;3rd;High;PROD805;se;Sweden;Christer
1-743367526;2012-05-10 11:07;Accepted;In Progress;; G4;S28;2nd;Medium;PROD108;se;Sweden;Mattias
1-743395731;2012-05-10 12:38;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-743395731;2012-05-10 12:57;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-743404481;2012-05-10 11:41;Accepted;In Progress;; G4;S30;2nd;Medium;PROD411;se;Sweden;Johan
1-743404481;2012-05-10 11:50;Accepted;Assigned;; G4;S30;2nd;Medium;PROD411;se;Sweden;Johan
1-743483832;2012-05-10 13:24;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-743549026;2012-05-10 13:31;Accepted;In Progress;A2_4; A2;V36;3rd;High;PROD187;fr;France;Stephane
1-743606342;2012-05-10 16:01;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD805;fr;Sweden;Praveen
1-743606342;2012-05-14 12:09;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD805;fr;Sweden;Arun
1-743606342;2012-05-14 12:11;Queued;Awaiting Assignment;C_6; C;G273;3rd;Medium;PROD805;fr;Sweden;Martin
1-743606342;2012-05-16 15:41;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD805;fr;France;Aurelien
1-743606342;2012-05-16 15:48;Queued;Awaiting Assignment;E_6; C;V29;2nd;Medium;PROD805;fr;France;Bruno
1-743606342;2012-05-16 15:51;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD805;fr;France;Aurelien
1-743606342;2012-05-16 15:51;Queued;Awaiting Assignment;E_6; C;V29;2nd;Medium;PROD805;fr;France;Bruno
1-743606342;2012-06-07 11:14;Accepted;In Progress;E_6; C;V29;2nd;Medium;PROD805;fr;France;Bruno
1-743628673;2012-05-10 15:37;Accepted;In Progress;D_1; A2;L50;3rd;High;PROD613;in;Sweden;Arup
1-743659911;2012-05-10 15:53;Accepted;In Progress;C_4; C;G155;3rd;Medium;PROD673;se;Sweden;Lars
1-743659911;2012-05-31 15:19;Completed;Closed;C_4; C;G155;3rd;Medium;PROD673;se;Sweden;Lars
1-743809811;2012-05-11 07:25;Accepted;In Progress;E_10; C;G3;2nd;Low;PROD178;se;Sweden;Henrik
1-743809811;2012-06-13 22:04;Queued;Awaiting Assignment;E_10; C;G3;2nd;Low;PROD178;se;Sweden;Henrik
1-743877727;2012-05-11 09:23;Accepted;In Progress;C_6; C;G148;3rd;Medium;PROD544;se;Sweden;Emil
1-743877727;2012-05-11 09:23;Queued;Awaiting Assignment;C_6; C;G148;3rd;Medium;PROD544;se;Sweden;Emil
1-743877727;2012-05-16 09:25;Accepted;In Progress;C_6; C;G148;3rd;Medium;PROD544;se;Sweden;Emil
1-744020867;2012-05-11 11:32;Accepted;In Progress;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-744020867;2012-05-11 11:35;Completed;Closed;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-744055890;2012-05-11 11:52;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Timothy
1-744055890;2012-05-11 12:44;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Timothy
1-744073361;2012-05-11 12:22;Accepted;In Progress;A2_2; A2;G34;3rd;Low;PROD698;fr;POLAND;Maciej
1-744073361;2012-05-11 12:34;Accepted;Wait;A2_2; A2;G34;3rd;Low;PROD698;fr;POLAND;Maciej
