ST Function Division;Org Line;Involved ST;Support Line Number;Product;Owner First Name
V3_2;C;N42;1st;PROD423;Brian
V3_2;C;N32;1st;PROD253;Brian
V3_2;C;N44;1st;PROD253;Brian
V3_2;C;N42;1st;PROD267;Brian
V3_2;C;G97;1st;PROD365;Brian
V3_2;C;N32;1st;PROD267;Brian
V3_2;C;N32;1st;PROD482;Brian
V3_2;C;N49;1st;PROD482;Brian
V3_2;C;N32;1st;PROD373;Brian
V3_2;C;N32;1st;PROD701;Brian
V3_2;C;N46;1st;PROD701;Brian
V3_2;C;N32;1st;PROD401;Brian
V3_2;C;N32;1st;PROD473;Brian
V3_2;C;N40;1st;PROD423;Brian
V3_2;C;N32;1st;PROD494;Brian
V3_2;C;N32;1st;PROD424;Brian
V3_2;C;N32;1st;PROD215;Brian
V3_2;C;G97;1st;PROD609;Brigitte
V3_2;C;G96;1st;PROD494;Bruna
V3_2;C;G97;1st;PROD494;Bruna
V3_2;C;G96;1st;PROD424;Bruna
V3_2;C;B13;1st;PROD424;Bruna
V3_2;C;G97;1st;PROD9;Bruna
V3_2;C;G97;1st;PROD424;Bruna
V3_2;C;G85;1st;PROD424;Bruna
V3_2;C;G96;1st;PROD520;Bruna
V3_2;C;G97;1st;PROD520;Bruna
V3_2;C;G96;1st;PROD321;Bruna
V3_2;C;G97;1st;PROD321;Bruna
V3_2;C;G96;1st;PROD698;Bruna
V3_2;C;G97;1st;PROD698;Bruna
V3_2;C;G96;1st;PROD207;Bruna
V3_2;C;G97;1st;PROD207;Bruna
V3_2;C;G96;1st;PROD742;Bruna
V3_2;C;G97;1st;PROD742;Bruna
V3_2;C;G96;1st;PROD655;Bruna
V3_2;C;G97;1st;PROD655;Bruna
V3_2;C;G96;1st;PROD119;Bruna
V3_2;C;G96;1st;PROD253;Bruna
V3_2;B;S9;2nd;PROD253;Bruna
V3_2;C;M8;1st;PROD424;Bruna
V3_2;C;G96;1st;PROD401;Bruna
V3_2;C;G96;1st;PROD325;Bruna
V3_2;C;G96;1st;PROD652;Bruna
V3_2;C;G96;1st;PROD363;Bruna
V3_2;C;G97;1st;PROD363;Bruna
V3_2;C;G96;1st;PROD704;Bruna
V3_2;C;V27;1st;PROD237;Bruno
V3_2;C;V27;1st;PROD424;Bruno
V3_2;C;G97;1st;PROD262;Bryan
V3_2;C;N51;1st;PROD719;Bryan
V3_2;C;N51;1st;PROD566;Bryan
V3_2;C;S37;1st;PROD551;Camilla
V3_2;C;G49;1st;PROD551;Camilla
V3_2;C;P2;1st;PROD436;Candice
V3_2;G2;S8;1st;PROD120;Caren
V3_2;C;M10;1st;PROD253;Carina
V3_2;C;M10;1st;PROD455;Carina
V3_2;C;M27;1st;PROD455;Carina
V3_2;C;S42;1st;PROD264;Carl
V3_2;C;S42;1st;PROD660;Carl
V3_2;C;S42;1st;PROD453;Carl
V3_2;C;S42;1st;PROD12;Carl
V3_2;C;S42;1st;PROD544;Carl
V3_2;C;S42;1st;PROD662;Carl
V3_2;C;S42;1st;PROD272;Carl
V3_2;C;N40;1st;PROD262;Carl
V3_2;C;G359;1st;PROD424;Carl-Eric
V3_2;C;M4;1st;PROD31;Carl-Fredric
V3_2;C;A18;1st;PROD31;Carl-Fredric
V3_2;C;M4;1st;PROD253;Carl-Fredric
V3_2;G2;S8;1st;PROD139;Carlos
V3_2;C;G179;1st;PROD38;Carmelo
V3_2;C;V27;1st;PROD597;Carmelo
V3_2;C;S42;1st;PROD660;Caroline
V3_2;C;S42;1st;PROD716;Caroline
V3_2;C;S42;1st;PROD564;Caroline
V3_2;C;G96;1st;PROD327;Caroline
V3_2;C;S42;1st;PROD662;Caroline
V3_2;C;S42;1st;PROD338;Caroline
V3_2;C;S42;1st;PROD544;Caroline
V3_2;C;S42;1st;PROD450;Caroline
V3_2;C;S42;1st;PROD772;Caroline
V3_2;C;S42;1st;PROD528;Caroline
V3_2;C;S42;1st;PROD13;Caroline
V3_2;C;G359;1st;PROD455;Catarina
V3_2;C;G311;1st;PROD725;Caterina
V3_2;C;N36;1st;PROD364;Catherine
V3_2;C;N37;1st;PROD364;Catherine
V3_2;C;N36;1st;PROD566;Catherine
V3_2;C;N51;1st;PROD566;Catherine
V3_2;C;N36;1st;PROD420;Catherine
V3_2;C;N36;1st;PROD725;Catherine
V3_2;C;N36;1st;PROD17;Catherine
V3_2;C;N36;1st;PROD146;Catherine
V3_2;C;N36;1st;PROD769;Catherine
V3_2;C;N36;1st;PROD668;Catherine
V3_2;C;N36;1st;PROD50;Catherine
V3_2;C;N9;1st;PROD17;Catherine
V3_2;C;S49;1st;PROD455;Cecilia
V3_2;C;M23;1st;PROD455;Cecilia
V3_2;C;G97;1st;PROD685;Cecilia
V3_2;C;V59;1st;PROD279;Cedric
V3_2;C;W4;1st;PROD279;Cedric
V3_2;C;U2;1st;PROD279;Cedric
V3_2;C;V27;1st;PROD473;Cedric
V3_2;C;T16;1st;PROD764;Cedric
V3_2;C;T16;1st;PROD424;Cedric
V3_2;C;V59;1st;PROD685;Cedric
V3_2;C;S24;1st;PROD424;Cezary
V3_2;C;G97;1st;PROD424;Cezary
V3_2;C;M8;1st;PROD424;Cezary
V3_2;C;G97;1st;PROD379;Cezary
V3_2;C;G96;1st;PROD581;Cezary
V3_2;C;G96;1st;PROD611;Cezary
V3_2;C;G97;1st;PROD742;Cezary
V3_2;C;G96;1st;PROD262;Cezary
V3_2;C;S24;1st;PROD262;Cezary
V3_2;C;G96;1st;PROD205;Cezary
V3_2;C;G97;1st;PROD205;Cezary
V3_2;C;G311;1st;PROD321;Cezary
V3_2;C;G96;1st;PROD793;Cezary
V3_2;C;G97;1st;PROD793;Cezary
V3_2;C;G359;1st;PROD506;Cezary
V3_2;C;M8;1st;PROD506;Cezary
V3_2;C;G97;1st;PROD259;Cezary
V3_2;C;G97;1st;PROD736;Cezary
V3_2;C;M8;1st;PROD262;Cezary
V3_2;C;G96;1st;PROD424;Cezary
V3_2;C;G97;1st;PROD279;Cezary
V3_2;C;G97;1st;PROD815;Cezary
V3_2;C;G311;1st;PROD424;Cezary
V3_2;C;G359;1st;PROD424;Cezary
V3_2;C;G97;1st;PROD754;Cezary
V3_2;C;G97;1st;PROD494;Cezary
V3_2;C;G97;1st;PROD698;Cezary
V3_2;C;G96;1st;PROD215;Cezary
V3_2;C;G97;1st;PROD215;Cezary
V3_2;C;G97;1st;PROD14;Cezary
V3_2;C;U4;1st;PROD424;Cezary
V3_2;C;G97;1st;PROD321;Cezary
V3_2;C;G96;1st;PROD698;Cezary
V3_2;C;M8;1st;PROD266;Cezary
V3_2;C;G359;1st;PROD455;Cezary
V3_2;C;S49;1st;PROD455;Cezary
V3_2;C;G97;1st;PROD401;Cezary
V3_2;C;G96;1st;PROD325;Cezary
V3_2;C;S49;1st;PROD325;Cezary
V3_2;C;G96;1st;PROD815;Cezary
V3_2;C;G97;1st;PROD303;Cezary
V3_2;C;G96;1st;PROD13;Cezary
V3_2;C;V27;1st;PROD215;Cezary
V3_2;C;G96;1st;PROD253;Cezary
V3_2;C;N42;1st;PROD253;Cezary
V3_2;C;M26;1st;PROD215;Cezary
V3_2;C;G359;1st;PROD321;Cezary
V3_2;C;G96;1st;PROD494;Cezary
V3_2;C;G96;1st;PROD207;Cezary
V3_2;C;J5;1st;PROD424;Cezary
V3_2;C;G96;1st;PROD363;Cezary
V3_2;C;G96;1st;PROD582;Cezary
V3_2;C;G97;1st;PROD258;Cezary
V3_2;C;G96;1st;PROD321;Cezary
V3_2;C;G96;1st;PROD14;Cezary
V3_2;C;G96;1st;PROD704;Cezary
V3_2;C;G96;1st;PROD518;Cezary
V3_2;C;N34;1st;PROD518;Cezary
V3_2;C;G96;1st;PROD660;Cezary
V3_2;C;G359;1st;PROD268;Cezary
V3_2;C;J5;1st;PROD268;Cezary
V3_2;C;G96;1st;PROD496;Cezary
V3_2;C;J5;1st;PROD262;Cezary
V3_2;C;G96;1st;PROD401;Cezary
V3_2;C;G96;1st;PROD546;Cezary
V3_2;C;G96;1st;PROD465;Cezary
V3_2;C;G96;1st;PROD348;Cezary
V3_2;C;G96;1st;PROD175;Cezary
V3_2;C;G179;1st;PROD175;Cezary
V3_2;C;G49;1st;PROD562;Charan
V3_2;C;N50;1st;PROD424;Charles
V3_2;C;N40;1st;PROD424;Charles
V3_2;C;G340;1st;PROD253;Charlotte
V3_2;C;G340;1st;PROD104;Charlotte
V3_2;C;G97;1st;PROD104;Charlotte
V3_2;C;G97;1st;PROD401;Charlotte
V3_2;C;S42;1st;PROD348;Charlotte
V3_2;C;S42;1st;PROD262;Charlotte
V3_2;C;N38;1st;PROD401;Charlotte
V3_2;C;S42;1st;PROD716;Charlotte
V3_2;C;S42;1st;PROD13;Charlotte
V3_2;C;S42;1st;PROD660;Charlotte
V3_2;C;S42;1st;PROD453;Charlotte
V3_2;C;G340;1st;PROD283;Charlotte
V3_2;C;S42;1st;PROD661;Charlotte
V3_2;C;S42;1st;PROD815;Charlotte
V3_2;C;N36;1st;PROD17;Charumathi
V3_2;C;G97;1st;PROD215;Chethan
V3_2;C;G97;1st;PROD742;Chethan
V3_2;C;S49;1st;PROD455;Chethan
V3_2;C;N3;1st;PROD597;Chew Khong
V3_2;C;S32;1st;PROD424;Chie
V3_2;C;V27;1st;PROD424;Christelle
V3_2;C;G359;1st;PROD622;Christer
V3_2;C;G96;1st;PROD325;Christer
V3_2;C;S37;1st;PROD617;Christer
V3_2;C;S42;1st;PROD734;Christer
V3_2;C;G96;1st;PROD642;Christian
V3_2;C;G97;1st;PROD642;Christian
V3_2;C;G359;1st;PROD253;Christian
V3_2;C;G359;1st;PROD424;Christian
V3_2;C;M4;1st;PROD31;Christina
V3_2;C;G97;1st;PROD424;Christoffer
V3_2;C;G97;1st;PROD672;Christoffer
V3_2;C;G97;1st;PROD243;Christoffer
V3_2;C;G97;1st;PROD583;Christoffer
V3_2;C;M8;1st;PROD424;Christoffer
V3_2;C;M8;1st;PROD261;Christoffer
V3_2;C;M8;1st;PROD262;Christoffer
V3_2;C;G370;1st;PROD262;Christoffer
V3_2;C;G49;1st;PROD290;Christoffer
V3_2;C;S42;1st;PROD660;Christoffer
V3_2;C;N42;1st;PROD424;Christoffer
V3_2;C;S46;1st;PROD660;Christoffer
V3_2;C;S42;1st;PROD393;Christoffer
V3_2;C;S42;1st;PROD13;Christoffer
V3_2;C;S42;1st;PROD533;Christoffer
V3_2;C;S42;1st;PROD641;Christoffer
V3_2;C;S42;1st;PROD801;Christoffer
V3_2;C;S42;1st;PROD772;Christoffer
V3_2;C;S42;1st;PROD544;Christoffer
V3_2;C;S42;1st;PROD264;Christoffer
V3_2;C;G97;1st;PROD327;Christoffer
V3_2;C;G179;1st;PROD327;Christoffer
V3_2;C;S42;1st;PROD815;Christoffer
V3_2;C;S42;1st;PROD265;Christoffer
V3_2;C;S42;1st;PROD434;Christoffer
V3_2;C;V27;1st;PROD424;Christophe
V3_2;C;N42;1st;PROD424;Christopher
V3_2;C;S42;1st;PROD802;Christopher
V3_2;C;N42;1st;PROD253;Christopher
V3_2;C;M8;1st;PROD262;Christos
V3_2;C;N13;1st;PROD262;Christos
V3_2;C;G370;1st;PROD262;Christos
V3_2;C;N13;1st;PROD701;Christos
V3_2;C;M8;1st;PROD701;Christos
V3_2;C;N13;1st;PROD424;Christos
V3_2;C;N13;1st;PROD454;Christos
V3_2;C;N13;1st;PROD261;Christos
V3_2;C;N13;1st;PROD401;Christos
V3_2;C;M8;1st;PROD279;Christos
V3_2;C;G359;1st;PROD428;Claes
V3_2;G2;S8;1st;PROD261;Claudemar
V3_2;C;G97;1st;PROD120;Claudio
V3_2;C;G97;1st;PROD424;Claudio
V3_2;C;S37;1st;PROD617;Conny
V3_2;C;M14;1st;PROD424;Conny
V3_2;C;N49;1st;PROD214;Conrad
V3_2;C;G359;1st;PROD802;Cornelis
V3_2;C;S63;1st;PROD271;Cristian
V3_2;C;S63;1st;PROD267;Cristian
V3_2;C;S63;1st;PROD321;Cristian
V3_2;C;W10;1st;PROD424;Cyrille
V3_2;C;V27;1st;PROD608;Cyrille
V3_2;C;S58;1st;PROD285;Dan
V3_2;C;S58;1st;PROD253;Dan
V3_2;C;S43;1st;PROD660;Daniel
V3_2;C;G311;1st;PROD494;Daniel
V3_2;C;N40;1st;PROD379;Daniel
V3_2;C;M17;1st;PROD253;Daniel
V3_2;C;S39;1st;PROD424;Daniel
V3_2;C;M12;1st;PROD268;Daniel
V3_2;C;S36;1st;PROD802;Danish
V3_2;C;W10;1st;PROD253;Dariusz
V3_2;C;N45;1st;PROD256;Darren
V3_2;C;N45;1st;PROD261;Darren
V3_2;C;N45;1st;PROD348;Darren
V3_2;C;N45;1st;PROD267;Darren
V3_2;B;S6;1st;PROD120;Dauri
V3_2;C;G97;1st;PROD120;Dauri
V3_2;B;S6;1st;PROD424;Dauri
V3_2;B;S9;2nd;PROD424;Dauri
V3_2;C;G96;1st;PROD424;Davi
V3_2;C;G97;1st;PROD424;Davi
V3_2;V8;S14;1st;PROD424;Davi
V3_2;C;M8;1st;PROD259;Davi
V3_2;C;G96;1st;PROD259;Davi
V3_2;C;G96;1st;PROD253;Davi
V3_2;C;G97;1st;PROD401;Davi
V3_2;C;M8;1st;PROD424;Davi
V3_2;C;W3;1st;PROD424;Davi
V3_2;B;S6;1st;PROD253;Davi
V3_2;C;G96;1st;PROD597;Davi
V3_2;C;G96;1st;PROD164;Davi
V3_2;B;S9;2nd;PROD164;Davi
V3_2;C;G96;1st;PROD321;Davi
V3_2;C;G96;1st;PROD325;Davi
V3_2;C;N42;1st;PROD424;Davi
V3_2;C;G96;1st;PROD121;Davi
V3_2;C;G96;1st;PROD363;Davi
V3_2;C;G96;1st;PROD401;Davi
V3_2;C;G96;1st;PROD49;Davi
V3_2;B;S6;1st;PROD424;Davi
V3_2;C;G96;1st;PROD400;Davi
V3_2;C;S49;1st;PROD400;Davi
V3_2;C;G96;1st;PROD314;Davi
V3_2;C;G97;1st;PROD314;Davi
V3_2;C;G96;1st;PROD13;Davi
V3_2;C;G96;1st;PROD379;Davi
V3_2;C;G96;1st;PROD679;Davi
V3_2;C;G96;1st;PROD104;Davi
V3_2;C;G96;1st;PROD258;Davi
V3_2;C;G96;1st;PROD698;Davi
V3_2;C;G96;1st;PROD333;Davi
V3_2;C;G96;1st;PROD491;Davi
V3_2;C;G96;1st;PROD194;Davi
V3_2;C;G96;1st;PROD590;Davi
V3_2;C;G96;1st;PROD279;Davi
V3_2;C;N42;1st;PROD253;Davi
V3_2;C;G96;1st;PROD297;Davi
V3_2;C;G96;1st;PROD423;Davi
V3_2;C;G97;1st;PROD423;Davi
V3_2;C;G96;1st;PROD376;Davi
V3_2;C;G97;1st;PROD376;Davi
V3_2;C;N42;1st;PROD424;David
V3_2;C;N40;1st;PROD565;David
V3_2;C;V26;1st;PROD253;David
V3_2;C;V26;1st;PROD424;David
V3_2;C;V26;1st;PROD267;David
V3_2;C;V26;1st;PROD261;David
V3_2;C;N42;1st;PROD423;David
V3_2;C;N42;1st;PROD520;David
V3_2;C;N42;1st;PROD261;David
V3_2;C;N42;1st;PROD253;David
V3_2;C;V1;1st;PROD253;David
V3_2;C;G300;1st;PROD267;David
V3_2;C;N36;1st;PROD203;David
V3_2;C;V1;1st;PROD270;David
V3_2;C;G179;1st;PROD789;David
V3_2;V8;S20;1st;PROD363;David
V3_2;C;G97;1st;PROD424;Dawid
V3_2;C;G179;1st;PROD379;Dawid
V3_2;C;G97;1st;PROD379;Dawid
V3_2;C;G97;1st;PROD788;Dawid
V3_2;C;G97;1st;PROD454;Dawid
V3_2;C;G97;1st;PROD261;Dawid
V3_2;C;G311;1st;PROD424;Dawid
V3_2;C;G359;1st;PROD631;Dawid
V3_2;C;G96;1st;PROD642;Dawid
V3_2;C;G97;1st;PROD348;Dawid
V3_2;C;G97;1st;PROD215;Dawid
V3_2;C;G97;1st;PROD196;Dawid
V3_2;C;G97;1st;PROD85;Dawid
V3_2;C;G97;1st;PROD375;Dawid
V3_2;C;G359;1st;PROD424;Dawid
V3_2;C;G97;1st;PROD253;Dawid
V3_2;C;G97;1st;PROD498;Dawid
V3_2;C;G97;1st;PROD256;Dawid
V3_2;C;G97;1st;PROD401;Dawid
V3_2;C;G97;1st;PROD793;Dawid
V3_2;C;G97;1st;PROD515;Dawid
V3_2;C;G311;1st;PROD363;Dawid
V3_2;C;G97;1st;PROD363;Dawid
V3_2;C;G97;1st;PROD701;Dawid
V3_2;C;G359;1st;PROD506;Dawid
V3_2;C;G96;1st;PROD401;Dawid
V3_2;C;W7;1st;PROD196;Dawid
V3_2;C;G97;1st;PROD698;Dawid
V3_2;C;V27;1st;PROD698;Dawid
V3_2;C;W7;1st;PROD698;Dawid
V3_2;C;G359;1st;PROD698;Dawid
V3_2;C;G97;1st;PROD258;Dawid
V3_2;C;G97;1st;PROD13;Dawid
V3_2;C;G97;1st;PROD267;Dawid
V3_2;C;G97;1st;PROD350;Dawid
V3_2;C;G97;1st;PROD427;Dawid
V3_2;C;G97;1st;PROD754;Dawid
V3_2;C;G179;1st;PROD378;Dawid
V3_2;C;G97;1st;PROD378;Dawid
V3_2;C;G179;1st;PROD243;Dawid
V3_2;C;G97;1st;PROD243;Dawid
V3_2;C;G97;1st;PROD428;Dawid
V3_2;C;G97;1st;PROD148;Dawid
V3_2;C;G97;1st;PROD261;Debashish
V3_2;C;G97;1st;PROD227;Debashish
V3_2;C;G97;1st;PROD815;Debashish
V3_2;C;G97;1st;PROD258;Debashish
V3_2;C;G97;1st;PROD321;Debashish
V3_2;C;G97;1st;PROD424;Debashish
V3_2;C;W4;1st;PROD454;Debasish
V3_2;C;G97;1st;PROD363;Debasish
V3_2;C;G97;1st;PROD698;Debasish
V3_2;C;G97;1st;PROD494;Debasish
V3_2;C;G97;1st;PROD742;Debasish
V3_2;C;G97;1st;PROD553;Debasish
V3_2;C;G97;1st;PROD424;Debasish
V3_2;G2;S8;1st;PROD622;Debora
V3_2;C;V27;1st;PROD215;Delphine
V3_2;C;V27;1st;PROD253;Denis
V3_2;C;G97;1st;PROD424;Dennis
V3_2;C;S37;1st;PROD617;Dennis
V3_2;C;G97;1st;PROD494;Dennis
V3_2;C;G49;1st;PROD408;Dennis
V3_2;C;G96;1st;PROD253;Dennis
V3_2;C;G97;1st;PROD253;Dennis
V3_2;C;G49;1st;PROD396;Dennis
V3_2;C;G97;1st;PROD396;Dennis
V3_2;C;N42;1st;PROD253;Dennis
V3_2;C;S37;1st;PROD698;Dennis
V3_2;C;G49;1st;PROD698;Dennis
V3_2;C;S36;1st;PROD360;Dennis
V3_2;C;G49;1st;PROD710;Dennis
V3_2;C;N42;1st;PROD424;Dennis
V3_2;C;G49;1st;PROD231;Dennis
V3_2;C;N52;2nd;PROD453;Denny
V3_2;C;N52;2nd;PROD493;Denny
V3_2;C;M9;1st;PROD730;Désirée
V3_2;C;G97;1st;PROD520;Dhriti
V3_2;C;N43;1st;PROD267;Dhriti
V3_2;C;G311;1st;PROD813;Dianne
V3_2;C;T14;1st;PROD816;Didier Cla
V3_2;C;T14;1st;PROD267;Didier Cla
V3_2;C;M9;1st;PROD308;Dinesh
V3_2;C;M9;1st;PROD743;Dinesh
V3_2;C;M9;1st;PROD242;Dinesh
V3_2;C;M9;1st;PROD730;Dinesh
V3_2;B;S9;2nd;PROD279;Divonsir
V3_2;B;S6;1st;PROD279;Divonsir
V3_2;B;S9;2nd;PROD424;Divonsir
V3_2;B;S9;2nd;PROD253;Divonsir
V3_2;B;S6;1st;PROD424;Divonsir
V3_2;C;N42;1st;PROD253;Donald
V3_2;C;N46;1st;PROD279;Donald
V3_2;C;C2;1st;PROD253;Doohwan
V3_2;G2;S8;1st;PROD384;Douglas
V3_2;G2;S8;1st;PROD120;Douglas
V3_2;C;N42;1st;PROD424;Duane
V3_2;C;N42;1st;PROD520;Duane
V3_2;C;N42;1st;PROD13;Duane
V3_2;C;A18;1st;PROD253;Dusan
V3_2;C;G96;1st;PROD424;Edison
V3_2;C;G97;1st;PROD424;Edison
V3_2;C;G97;1st;PROD813;Edison
V3_2;C;G96;1st;PROD423;Edison
V3_2;C;G97;1st;PROD423;Edison
V3_2;C;G96;1st;PROD618;Edison
V3_2;C;G97;1st;PROD618;Edison
V3_2;G2;S8;1st;PROD138;Edison
V3_2;C;G96;1st;PROD253;Edison
V3_2;C;N42;1st;PROD253;Edison
V3_2;C;G96;1st;PROD401;Edison
V3_2;B;S6;1st;PROD424;Edison
V3_2;C;G96;1st;PROD494;Edison
V3_2;B;S9;2nd;PROD253;Edison
V3_2;C;G96;1st;PROD813;Edison
V3_2;C;G96;1st;PROD261;Edison
V3_2;C;G96;1st;PROD815;Edison
V3_2;C;G97;1st;PROD815;Edison
V3_2;C;G96;1st;PROD518;Edison
V3_2;B;S9;2nd;PROD424;Edison
V3_2;C;G96;1st;PROD205;Edison
V3_2;C;G97;1st;PROD205;Edison
V3_2;C;G96;1st;PROD13;Edison
V3_2;C;G97;1st;PROD13;Edison
V3_2;C;G96;1st;PROD720;Edison
V3_2;C;G96;1st;PROD536;Edison
V3_2;C;G97;1st;PROD536;Edison
V3_2;C;G97;1st;PROD401;Edison
V3_2;C;G96;1st;PROD454;Edison
V3_2;C;G97;1st;PROD454;Edison
V3_2;C;G96;1st;PROD270;Edison
V3_2;C;M8;1st;PROD270;Edison
V3_2;C;G96;1st;PROD379;Edison
V3_2;C;G96;1st;PROD215;Edison
V3_2;C;G97;1st;PROD494;Edison
V3_2;C;G96;1st;PROD436;Edison
V3_2;C;M12;1st;PROD436;Edison
V3_2;C;G97;1st;PROD253;Edison
V3_2;C;G97;1st;PROD424;Eduardo
V3_2;C;G97;1st;PROD215;Eduardo
V3_2;G2;S8;1st;PROD424;Eduardo
V3_2;C;G97;1st;PROD130;Eduardo
V3_2;G2;S8;1st;PROD124;Eduardo
V3_2;C;G97;1st;PROD494;Eduardo
V3_2;G2;S8;1st;PROD279;Eduardo
V3_2;B;S9;2nd;PROD279;Eduardo
V3_2;B;S9;2nd;PROD274;Eduardo
V3_2;C;C9;1st;PROD274;Eduardo
V3_2;C;G97;1st;PROD553;Eduardo
V3_2;C;G97;1st;PROD422;Eduardo
V3_2;C;G97;1st;PROD814;Eduardo
V3_2;B;S6;1st;PROD424;Eduardo
V3_2;C;G97;1st;PROD16;Eduardo
V3_2;C;G97;1st;PROD9;Eduardo
V3_2;C;G97;1st;PROD279;Eduardo
V3_2;B;S6;1st;PROD279;Eduardo
V3_2;C;G97;1st;PROD736;Eduardo
V3_2;C;G97;1st;PROD321;Eduardo
V3_2;G2;S8;1st;PROD267;Eduardo
V3_2;B;S9;2nd;PROD253;Eduardo
V3_2;C;G97;1st;PROD631;Eduardo
V3_2;C;G97;1st;PROD520;Eduardo
V3_2;C;G97;1st;PROD365;Eduardo
V3_2;C;G359;1st;PROD424;Eduardo
V3_2;C;G97;1st;PROD657;Eduardo
V3_2;C;G97;1st;PROD207;Eduardo
V3_2;C;G97;1st;PROD742;Eduardo
V3_2;C;G97;1st;PROD618;Eduardo
V3_2;C;G97;1st;PROD671;Eduardo
V3_2;C;G97;1st;PROD253;Eduardo
V3_2;B;S6;1st;PROD253;Eduardo
V3_2;C;G96;1st;PROD253;Eduardo
V3_2;C;G97;1st;PROD694;Eduardo
V3_2;C;G97;1st;PROD258;Eduardo
V3_2;C;G97;1st;PROD401;Eduardo
V3_2;C;W2;1st;PROD755;Eduardo
V3_2;C;G97;1st;PROD698;Eduardo
V3_2;G2;S8;1st;PROD321;Eduardo
V3_2;C;G97;1st;PROD815;Eduardo
V3_2;C;G97;1st;PROD120;Eduardo
V3_2;G2;S8;1st;PROD221;Eduardo
V3_2;C;G96;1st;PROD401;Eduardo
V3_2;C;M12;1st;PROD401;Eduardo
V3_2;C;G97;1st;PROD379;Eduardo
V3_2;C;N40;1st;PROD104;Eduardo
V3_2;C;G97;1st;PROD718;Eduardo
V3_2;C;G97;1st;PROD805;Eduardo
V3_2;C;G97;1st;PROD121;Eduardo
V3_2;G2;S8;1st;PROD142;Eduardo
V3_2;G2;S8;1st;PROD384;Eduardo
V3_2;C;N40;1st;PROD424;Eduardo
V3_2;C;G97;1st;PROD683;Eduardo
V3_2;G2;S8;1st;PROD120;Eduardo
V3_2;B;S9;2nd;PROD424;Eduardo
V3_2;C;G97;1st;PROD314;Eduardo
V3_2;C;G96;1st;PROD776;Eduardo
V3_2;C;G97;1st;PROD776;Eduardo
V3_2;C;G97;1st;PROD87;Eduardo
V3_2;C;G97;1st;PROD423;Eduardo
V3_2;C;G97;1st;PROD49;Eduardo
V3_2;B;S6;1st;PROD401;Eduardo
V3_2;C;G97;1st;PROD104;Eduardo
V3_2;C;G97;1st;PROD590;Eduardo
V3_2;C;G97;1st;PROD205;Eduardo
V3_2;C;G97;1st;PROD720;Eduardo
V3_2;G2;S8;1st;PROD348;Eduardo
V3_2;C;G97;1st;PROD793;Eduardo
V3_2;C;G97;1st;PROD498;Eduardo
V3_2;B;S9;2nd;PROD253;Edwilson
V3_2;B;S9;2nd;PROD424;Edwilson
V3_2;B;S6;1st;PROD424;Edwilson
V3_2;C;G97;1st;PROD552;Elangovan
V3_2;C;G97;1st;PROD546;Elangovan
V3_2;C;G359;1st;PROD177;Elangovan
V3_2;B;R7;1st;PROD261;Elena
V3_2;C;M12;1st;PROD261;Elin
V3_2;C;M12;1st;PROD401;Elin
V3_2;C;M11;1st;PROD401;Elin
V3_2;C;M12;1st;PROD267;Elin
V3_2;C;M11;1st;PROD267;Elin
V3_2;C;E1;1st;PROD424;Elin
V3_2;C;M12;1st;PROD436;Elin
V3_2;C;M11;1st;PROD436;Elin
V3_2;C;G96;1st;PROD698;Elinor
V3_2;C;G359;1st;PROD337;Elisabeth
V3_2;C;G97;1st;PROD485;Elizabeth
V3_2;G2;S8;1st;PROD279;Ellen
V3_2;C;G359;1st;PROD521;Emelie
V3_2;C;G375;1st;PROD607;Emelie
V3_2;C;V27;1st;PROD597;Emil
V3_2;C;N3;1st;PROD597;Emil
V3_2;C;G97;1st;PROD424;Emil
V3_2;C;G97;1st;PROD218;Emil
V3_2;C;G179;1st;PROD834;Emil
V3_2;C;G97;1st;PROD401;Emil
V3_2;C;G97;1st;PROD698;Emil
V3_2;C;G97;1st;PROD267;Emil
V3_2;C;V27;1st;PROD205;Emil
V3_2;C;G97;1st;PROD29;Emil
V3_2;C;G97;1st;PROD494;Emil
V3_2;C;G97;1st;PROD684;Emil
V3_2;C;V57;1st;PROD279;Emmanuel
V3_2;C;N38;1st;PROD562;Eric
V3_2;C;N38;1st;PROD253;Eric
V3_2;C;G96;1st;PROD704;Erica
V3_2;B;S11;1st;PROD81;Erica
V3_2;C;S43;1st;PROD660;Erik
V3_2;C;S42;1st;PROD660;Erik
V3_2;C;G359;1st;PROD321;Erik
V3_2;C;G359;1st;PROD424;Erik
V3_2;C;S42;1st;PROD544;Erik
V3_2;C;S42;1st;PROD716;Erik
V3_2;C;S43;1st;PROD716;Erik
V3_2;C;S42;1st;PROD505;Erik
V3_2;C;S42;1st;PROD453;Erik
V3_2;C;S42;1st;PROD627;Erik
V3_2;C;S42;1st;PROD264;Erik
V3_2;C;S42;1st;PROD815;Erik
V3_2;C;S42;1st;PROD167;Erik
V3_2;C;S42;1st;PROD802;Erik
V3_2;C;G97;1st;PROD375;Eva
V3_2;C;S42;1st;PROD660;Eva
V3_2;C;N52;2nd;PROD493;Eva-Lott
V3_2;C;N38;1st;PROD267;Evelyn
V3_2;C;N49;1st;PROD267;Evelyn
V3_2;C;N21;1st;PROD253;Evelyn
V3_2;C;N38;1st;PROD498;Evelyn
V3_2;C;N45;1st;PROD498;Evelyn
V3_2;C;N38;1st;PROD253;Evelyn
