Owner First Name;Involved ST;Support Line Number
Victor;M20;2nd
Victor;G143;2nd
Victor;S46;1st
Vighneshwar;G181;2nd
Vighneshwar;G97;1st
Vighneshwar;G186;2nd
Vijay;G96;1st
Vijay;S24;1st
Vijay;S49;1st
Vijay;G97;1st
Vijay;B9;1st
Vijay;G22;2nd
Vijay;M8;1st
Vijay;G123;2nd
Vijay;G162;2nd
Vijay;L38;3rd
Vijay;W10;1st
Vijay;L6;2nd
Vijay;G92;1st
Vijay;G271;2nd
Vijay;M12;1st
Vijay;G75;1st
Vijay;W15;2nd
Vijay;U4;1st
Vijay;G255;2nd
Vijay;W16;3rd
Vijay;R3;2nd
Vijay Kumar;V14;3rd
Vijayakumar;G238;2nd
Vijayakumar;G162;2nd
Vijayakumar;G116;1st
Vijayaraghavan;L38;3rd
Vikas;G288;2nd
Vikas;V50;2nd
Vikash;D1;1st
Vikash;G266;2nd
Vikash;G97;1st
Vikash;D2;1st
Vikash;G271;2nd
Vikrant;G105;2nd
Viktor;G373;1st
Viktor;S49;1st
Vimal;S56;1st
Vimmi;G271;2nd
Vinay;G231;2nd
Vinay;G230;2nd
Vinay;G121;2nd
Vinay;G120;3rd
Vinay;G119;2nd
Vinayak;G285;2nd
Vinayak;G230;2nd
Vinayakaiah;L34;3rd
Vinayakaiah;L38;3rd
Vince;N15;2nd
Vincent;S42;1st
Vincent;G146;2nd
Vincent;S43;1st
Vincent;G153;2nd
Vincent;G4;2nd
Vincent;G97;1st
Vincent;G61;3rd
Vincent;G88;2nd
Vincent;G140;2nd
Vincent;G138;2nd
Vinicius;S8;1st
Vinod;G75;1st
Vinod;W16;3rd
Vinutha;L38;3rd
Vinutha;L51;3rd
Viren;S43;1st
Virginie;V27;1st
Visakha;T12;1st
Vishesh;G75;1st
Vishesh;W16;3rd
Vitor;S14;1st
Vitor;G97;1st
Vittal;G40;1st
Vittal;G97;1st
Vittal;N38;1st
Vittal;G165;2nd
Vittal;G38;2nd
Vittal;G322;1st
Vittal;D8;1st
Vittal;D5;1st
Viveca;K1;3rd
Vivian;G96;1st
Vivian;M8;1st
Vivian;S4;2nd
Vivian;S9;2nd
Vivian;S56;1st
Vivian;G97;1st
Vivian;G271;2nd
Vivian;S16;1st
Vivian;N46;1st
Vivian;S58;1st
Vivian;G70;2nd
Vladimir;S2;2nd
Vladimir;D3;1st
Waldemar;G230;2nd
Waldemar;M8;1st
Waldemar;G50;2nd
Walientina;G96;1st
Walientina;R7;1st
Walientina;D8;1st
Walientina;D4;1st
Walientina;G97;1st
Walientina;G22;2nd
Walientina;G173;2nd
Walientina;R6;2nd
Walientina;A14;1st
Walientina;G86;2nd
Wallace;G121;2nd
Walter;S13;2nd
Walter;V1;1st
Walter;V51;2nd
Walter;V26;1st
Walter;G97;1st
Wanda;G11;2nd
Weiguo;C5;1st
Weixing;S54;1st
Weixing;G230;2nd
Wendy;C7;2nd
Wendy;V45;2nd
Wesley;G96;1st
Wesley;G165;2nd
Wesley;G97;1st
Wesley;S9;2nd
Wesley;N42;1st
Wesley;S8;1st
Wesley;G84;2nd
Wesley;G92;1st
William;G27;2nd
William;G28;3rd
Wim;G120;3rd
Wim;G121;2nd
Wojciech;A9;1st
Wojciech;D4;1st
Wojciech;G96;1st
Wolfgang;A5;1st
Wolfgang;D5;1st
Woojong;S53;1st
Xavier;G113;2nd
Xavier;L23;3rd
Y;G21;2nd
Y;G199;3rd
Y;G97;1st
Y;G48;2nd
Yangeun;V16;3rd
Yangeun;V13;2nd
Yangeun;G197;2nd
Yangeun;V14;3rd
Yangeun;V17;3rd
Yangeun;V20;2nd
Yangeun;V12;3rd
Yangeun;V11;3rd
Yangeun;L51;3rd
Yann;V52;2nd
Yann;V54;2nd
Yann;V51;2nd
Yann;D2;1st
Yann;G165;2nd
Yann;G209;2nd
Yann;V53;2nd
Yann;V55;2nd
Yann;W12;2nd
Yann;G222;2nd
Yannick;G146;2nd
Yannick;C1;1st
Yannick;R3;2nd
Yannick;G370;1st
Yeongsoo;V6;1st
Yeongsoo;G197;2nd
Yeshwanth;S56;1st
Ylva;G125;1st
Ylva;L50;3rd
Yngve;T3;2nd
Yoganand;L40;3rd
Yoko;S32;1st
Yoko;G96;1st
Yoko;S29;2nd
Yoshinobu;G96;1st
Yoshinobu;G97;1st
yoshiyuki;S31;1st
Youngchul;V16;3rd
YoungJo;V6;1st
YoungJo;G197;2nd
Yu;M1;2nd
Yu;G51;2nd
Yue;G350;2nd
Yue;D2;1st
Yukie;G96;1st
Yukie;S23;2nd
Yukie;G230;2nd
Yukie;G22;2nd
Yukie;G97;1st
Yukie;G255;2nd
Yukie;G40;1st
Yukie;G84;2nd
Yukie;S31;1st
Yukie;S34;2nd
Yukihide;S34;2nd
Yukihide;G97;1st
Yukihide;S21;2nd
Yuusuke;S22;2nd
Yuusuke;G49;1st
Yuusuke;S31;1st
Yvan;T13;2nd
Zacharias;G27;2nd
Zacharias;G28;3rd
Zachary;N49;1st
Zachary;V27;2nd
Zachary;N38;1st
Zbigniew;V17;3rd
Zbigniew;G29;3rd
Zelda;G260;2nd
Zelda;G97;1st
Zelda;G150;2nd
Zelda;S42;1st
Zoi;D5;1st
Zoi;N14;2nd
Zoi;M19;2nd
Zoi;D4;1st
Zoi;N2;2nd
Zoi;V49;1st
Zoi;V37;2nd
Zoi;V32;2nd
Zoi;M22;2nd
Zoi;G297;1st
Zoi;G22;2nd
Zoi;N19;2nd
Zoi;G236;2nd
