Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-715638561;High;2012-04-10 13:41:51;Completed;Closed; C;C_6;G273;3rd;PROD802;se;Sweden;Pascal
1-716154984;High;2012-04-11 07:38:08;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD791;in;Sweden;Rakesh
1-716154984;High;2012-04-11 07:40:27;Accepted;In Progress; C;E_10;G288;2nd;PROD791;in;Sweden;Tarun
1-716154984;High;2012-04-24 08:07:44;Completed;Closed; C;E_10;G288;2nd;PROD791;in;Sweden;Tarun
1-717222893;Medium;2012-04-12 14:35:00;Accepted;In Progress; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-717222893;Medium;2012-04-12 14:40:06;Queued;Awaiting Assignment; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-717275094;Medium;2012-04-12 15:12:45;Accepted;In Progress; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-717275094;Medium;2012-04-12 15:17:17;Queued;Awaiting Assignment; C;E_2;G57;2nd;PROD327;se;Sweden;Gitt
1-718132104;Medium;2012-04-13 16:58:57;Accepted;In Progress; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-718132104;Medium;2012-04-19 11:58:02;Completed;Closed; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-719199254;Medium;2012-04-16 12:57:54;Accepted;In Progress; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-04-20 15:05:40;Accepted;In Progress; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-04-20 15:06:14;Completed;Closed; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16 16:30:33;Accepted;In Progress; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16 16:32:44;Completed;Closed; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16 16:32:48;Accepted;In Progress; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16 16:32:55;Completed;Closed; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-17 12:33:38;Accepted;In Progress; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-17 12:34:01;Completed;Closed; G4;;G51;2nd;PROD319;se;Sweden;Harshavardhan
1-719999163;High;2012-04-17 06:46:35;Accepted;In Progress; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-719999163;High;2012-05-16 04:48:11;Completed;Closed; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-720069371;Medium;2012-04-17 09:12:34;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17 12:57:02;Accepted;Wait; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17 14:41:01;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17 16:23:39;Accepted;Wait; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-19 09:11:58;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-19 12:50:15;Accepted;Wait; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-05-14 08:55:22;Completed;Closed; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-722674364;High;2012-04-18 20:54:43;Accepted;In Progress; C;E_10;G271;2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-18 21:00:28;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-18 22:45:24;Queued;Awaiting Assignment; C;E_10;G276;2nd;PROD802;pl;Sweden;Prasad
1-722674364;High;2012-04-19 07:51:30;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-25 16:54:42;Accepted;In Progress; C;E_10;G271;2nd;PROD802;pl;Sweden;Arun
1-722674364;High;2012-04-25 16:58:49;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;pl;Sweden;Martin
1-722674364;High;2012-05-07 13:13:40;Accepted;Assigned; C;C_6;G273;3rd;PROD802;pl;USA;Stephen
1-722674364;High;2012-05-07 13:45:40;Queued;Awaiting Assignment; A2;A2_2;N28;2nd;PROD802;pl;POLAND;Krzysztof
1-722688743;Medium;2012-04-19 04:54:27;Accepted;In Progress; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-04-19 06:58:07;Queued;Awaiting Assignment; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-05-24 04:31:28;Accepted;In Progress; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-05-24 04:31:54;Completed;Closed; A2;A2_5;N18;2nd;PROD789;cn;China;Anson
1-726517211;Medium;2012-04-19 08:15:21;Accepted;In Progress; C;E_5;G75;1st;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19 08:15:49;Accepted;In Progress; C;E_5;G75;1st;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19 08:16:09;Queued;Awaiting Assignment; C;E_5;G74;1st;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19 08:16:24;Accepted;In Progress; C;E_5;G74;1st;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19 08:18:34;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD821;be;Belgium;Peter
1-726760342;Low;2012-04-19 12:36:37;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Lars
1-726760342;Low;2012-04-19 12:37:20;Accepted;Wait; C;C_6;G268;3rd;PROD805;se;Sweden;Lars
1-726760342;Low;2012-05-24 10:41:39;Completed;Closed; C;C_6;G268;3rd;PROD805;se;Sweden;Lars
1-726808501;Medium;2012-04-19 13:31:06;Accepted;In Progress; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Miroslaw
1-726808501;Medium;2012-05-23 15:56:52;Completed;Closed; A2;A2_1;W16;3rd;PROD756;pl;POLAND;Miroslaw
1-728461114;High;2012-04-20 12:01:51;Accepted;In Progress; C;E_10;G288;2nd;PROD154;in;Sweden;Tarun
1-728461114;High;2012-05-07 14:41:58;Accepted;Wait; C;E_10;G288;2nd;PROD154;in;Sweden;Tarun
1-728461114;High;2012-05-18 20:14:41;Completed;Closed; C;E_10;G288;2nd;PROD154;in;Sweden;Tarun
1-728470722;Major;2012-04-20 13:04:29;Accepted;In Progress; A2;D_1;G197;2nd;PROD617;se;Sweden;?sa
1-728470722;Major;2012-04-20 13:05:30;Accepted;Assigned; A2;D_1;G197;2nd;PROD617;se;Sweden;?sa
1-728470722;Major;2012-05-09 12:15:37;Accepted;Assigned; A2;A2_3;V13;2nd;PROD617;se;Sweden;?sa
1-728470722;Major;2012-05-29 13:18:15;Accepted;In Progress; A2;A2_3;V13;2nd;PROD617;se;Sweden;?sa
1-728470722;Major;2012-05-30 08:44:57;Completed;Closed; A2;A2_3;V13;2nd;PROD617;se;Sweden;?sa
1-728641711;High;2012-04-20 17:13:58;Accepted;In Progress; C;C_6;N55;3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-04-20 17:26:35;Queued;Awaiting Assignment; C;C_6;N55;3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-04-23 19:26:56;Accepted;In Progress; C;C_6;N55;3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-05-14 13:51:02;Completed;Closed; C;C_6;N55;3rd;PROD785;us;USA;Stephen
1-729711756;Medium;2012-04-23 14:24:45;Accepted;In Progress; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-729711756;Medium;2012-05-09 16:27:57;Completed;Closed; A2;A2_4;G118;2nd;PROD591;se;Sweden;Maria
1-729826369;High;2012-04-23 15:56:04;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-729826369;High;2012-04-23 15:59:57;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-730084841;Major;2012-04-23 23:48:09;Queued;Awaiting Assignment; C;C_6;G268;3rd;PROD805;in;Sweden;Vesa
1-730084841;Major;2012-04-24 00:08:35;Accepted;In Progress; C;E_10;G266;2nd;PROD805;in;Sweden;Himanshu
1-730084841;Major;2012-04-24 00:09:14;Completed;Closed; C;E_10;G266;2nd;PROD805;in;Sweden;Himanshu
1-730084875;Major;2012-04-24 00:05:25;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Vesa
1-730084875;Major;2012-04-24 00:06:50;Queued;Awaiting Assignment; C;C_6;G268;3rd;PROD805;se;Sweden;Vesa
1-731792664;Medium;2012-04-25 09:34:38;Accepted;In Progress; C;E_8;G119;2nd;PROD597;in;Sweden;Bikshamaiah
1-731792664;Medium;2012-04-25 10:24:33;Completed;Closed; C;E_8;G119;2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-25 09:50:00;Accepted;In Progress; C;E_8;G119;2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-25 10:23:14;Accepted;In Progress; C;E_8;G119;2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-30 11:29:39;Completed;Closed; C;E_8;G119;2nd;PROD597;in;Sweden;Bikshamaiah
1-732289301;High;2012-04-25 15:51:48;Accepted;In Progress; C;E_7;G162;2nd;PROD646;in;INDIA;-
1-732289301;High;2012-04-25 16:01:56;Queued;Awaiting Assignment; C;E_7;G162;2nd;PROD646;in;INDIA;-
1-732289301;High;2012-04-25 17:05:30;Accepted;Assigned; C;E_7;G162;2nd;PROD646;in;INDIA;Rajkishore
1-732289301;High;2012-05-22 13:24:08;Accepted;In Progress; C;E_7;G162;2nd;PROD646;in;INDIA;Rajkishore
1-732289301;High;2012-05-22 13:24:42;Completed;Closed; C;E_7;G162;2nd;PROD646;in;INDIA;Rajkishore
1-732357301;Medium;2012-04-25 17:18:15;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-04-25 17:59:52;Accepted;Wait; C;E_10;G271;2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-05-14 12:05:13;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-05-14 13:27:02;Completed;Closed; C;E_10;G271;2nd;PROD802;in;Sweden;Rohit
1-733562890;High;2012-04-27 09:01:45;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD424;se;INDIA;Srinivasan
1-733562890;High;2012-04-27 10:08:12;Accepted;In Progress; B;E_10;G230;2nd;PROD424;se;INDIA;Rijin
1-733562890;High;2012-04-30 14:24:09;Queued;Awaiting Assignment; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-733562890;High;2012-04-30 15:09:45;Accepted;In Progress; C;C_6;G250;3rd;PROD424;se;Sweden;Kenneth
1-733562890;High;2012-05-09 14:03:01;Accepted;Wait; C;C_6;G250;3rd;PROD424;se;Sweden;Kenneth
1-733562890;High;2012-05-23 13:55:27;Accepted;In Progress; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-733562890;High;2012-05-23 13:56:10;Completed;Closed; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-736351127;High;2012-04-30 04:27:00;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-736351127;High;2012-04-30 04:31:22;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-736351127;High;2012-04-30 05:15:21;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;in;Sweden;Martin
1-736351127;High;2012-04-30 09:34:04;Accepted;In Progress; C;C_6;G273;3rd;PROD802;in;Sweden;Martin
1-736351127;High;2012-04-30 09:34:14;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD802;in;Sweden;Rakesh
1-736351127;High;2012-04-30 09:36:34;Accepted;In Progress; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-736351127;High;2012-05-07 12:14:50;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD802;in;Sweden;Rakesh
1-736351127;High;2012-05-07 13:01:53;Accepted;In Progress; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-736351127;High;2012-05-07 14:40:13;Completed;Closed; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-736351222;High;2012-04-30 04:47:41;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-736351222;High;2012-04-30 04:55:51;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;in;Sweden;Praveen
1-736351222;High;2012-04-30 05:13:34;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;in;Sweden;Martin
1-736351222;High;2012-04-30 09:30:38;Accepted;In Progress; C;C_6;G273;3rd;PROD802;in;Sweden;Martin
1-736351222;High;2012-04-30 09:31:32;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD802;in;Sweden;Rakesh
1-736351222;High;2012-04-30 09:36:03;Accepted;In Progress; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-736351222;High;2012-05-07 12:16:46;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD802;in;Sweden;Rakesh
1-736351222;High;2012-05-07 13:01:26;Accepted;In Progress; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-736351222;High;2012-05-07 14:40:44;Completed;Closed; C;E_10;G288;2nd;PROD802;in;Sweden;Tarun
1-737323915;Medium;2012-05-01 08:34:04;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;Sweden;Vaibhav
1-737323915;Medium;2012-05-01 08:34:46;Accepted;In Progress; C;E_4;G88;2nd;PROD793;us;Sweden;Vaibhav
1-737341073;High;2012-05-01 13:55:13;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD488;se;Sweden;Rakesh
1-738285921;High;2012-05-02 09:46:29;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-738300041;Medium;2012-05-02 10:04:02;Accepted;In Progress; C;E_10;G236;2nd;PROD509;be;Sweden;Prasad
1-738300041;Medium;2012-05-02 10:09:06;Accepted;Wait; C;E_10;G236;2nd;PROD509;be;Sweden;Prasad
1-738300041;Medium;2012-05-15 08:44:34;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD509;be;Sweden;Prasad
1-738300041;Medium;2012-05-15 09:02:01;Accepted;In Progress; C;E_10;G263;2nd;PROD509;be;Sweden;Jitender
1-738300041;Medium;2012-05-15 09:05:42;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD509;be;Sweden;Prasad
1-738300041;Medium;2012-05-15 09:06:03;Accepted;In Progress; C;E_10;G236;2nd;PROD509;be;Sweden;Jitender
1-738300041;Medium;2012-05-15 09:13:32;Queued;Awaiting Assignment; A2;A2_1;W16;3rd;PROD509;be;POLAND;Miroslaw
1-738300041;Medium;2012-05-15 09:28:16;Accepted;In Progress; A2;A2_1;W16;3rd;PROD509;be;POLAND;Przemyslaw
1-738300041;Medium;2012-05-15 09:37:51;Queued;Awaiting Assignment; C;E_10;G236;2nd;PROD509;be;Sweden;Prasad
1-738300041;Medium;2012-05-15 09:43:51;Accepted;In Progress; C;E_10;G236;2nd;PROD509;be;Sweden;Jitender
1-738300041;Medium;2012-05-15 10:34:36;Queued;Awaiting Assignment; C;E_4;G87;2nd;PROD509;be;INDIA;Pratap
1-738300041;Medium;2012-05-15 10:51:25;Accepted;In Progress; C;E_4;G87;2nd;PROD509;be;Sweden;Joacim
1-738300041;Medium;2012-05-15 11:58:54;Accepted;Wait; C;E_4;G87;2nd;PROD509;be;Sweden;Joacim
1-738300041;Medium;2012-05-22 09:28:28;Accepted;In Progress; A2;A2_1;W16;3rd;PROD509;be;POLAND;Przemyslaw
1-738300041;Medium;2012-05-22 09:37:42;Queued;Awaiting Assignment; C;E_2;G57;2nd;PROD509;be;Sweden;Gitt
1-738300041;Medium;2012-05-22 10:26:41;Accepted;In Progress; C;E_2;G57;2nd;PROD509;be;Sweden;Urban
1-738300041;Medium;2012-05-22 14:29:42;Queued;Awaiting Assignment; C;C_2;G58;3rd;PROD509;be;Belgium;Els
1-738300041;Medium;2012-05-23 09:34:38;Accepted;Assigned; C;C_2;G58;3rd;PROD509;be;Belgium;Jo
1-738300041;Medium;2012-05-23 09:46:31;Accepted;In Progress; C;E_2;G57;2nd;PROD509;be;Belgium;Els
1-738300041;Medium;2012-05-23 09:48:56;Queued;Awaiting Assignment; C;C_2;G58;3rd;PROD509;be;Belgium;Els
1-738300041;Medium;2012-05-23 09:50:34;Accepted;Assigned; C;C_2;G58;3rd;PROD509;be;Sweden;Lars
1-738300041;Medium;2012-05-30 14:07:15;Accepted;In Progress; C;C_2;G58;3rd;PROD509;be;Sweden;Lars
1-738322892;Medium;2012-05-02 10:59:57;Accepted;In Progress; C;E_7;G153;2nd;PROD802;se;Sweden;Peter
1-738322892;Medium;2012-05-02 11:00:23;Accepted;In Progress; C;E_7;G153;2nd;PROD802;se;Sweden;Peter
1-738322892;Medium;2012-05-02 11:02:06;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD802;se;Sweden;Peter
1-738322892;Medium;2012-05-22 07:12:20;Accepted;In Progress; C;E_7;G134;2nd;PROD802;se;Sweden;Peter
1-738322892;Medium;2012-05-22 07:14:25;Queued;Awaiting Assignment; C;E_7;G157;2nd;PROD802;se;INDIA;Rajesh Kumar
1-738322892;Medium;2012-05-22 14:17:45;Accepted;In Progress; C;E_7;G157;2nd;PROD802;se;INDIA;Rajesh Kumar
1-738322892;Medium;2012-06-14 08:53:35;Accepted;In Progress; C;E_7;G157;2nd;PROD802;se;Sweden;Daniel
1-738322892;Medium;2012-06-14 08:57:33;Queued;Awaiting Assignment; C;E_7;G135;2nd;PROD802;se;Sweden;Anna
1-738501821;Medium;2012-05-02 13:47:51;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738501821;Medium;2012-05-02 13:50:42;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738501821;Medium;2012-05-02 13:51:36;Accepted;In Progress; C;E_5;G75;1st;PROD745;be;INDIA;Mohsin
1-738501821;Medium;2012-05-02 13:56:52;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738501821;Medium;2012-06-05 10:09:58;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738520030;Medium;2012-05-02 13:58:29;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520030;Medium;2012-05-02 14:01:11;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520030;Medium;2012-06-05 10:10:21;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738520140;Medium;2012-05-02 14:04:59;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520140;Medium;2012-05-02 14:06:51;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520140;Medium;2012-06-05 10:10:55;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738520280;Medium;2012-05-02 14:09:52;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520280;Medium;2012-05-02 14:13:41;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520280;Medium;2012-06-05 10:11:15;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738520420;Medium;2012-05-02 14:14:31;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520420;Medium;2012-05-02 14:16:08;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520420;Medium;2012-06-05 10:11:33;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738520500;Medium;2012-05-02 14:26:26;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520500;Medium;2012-05-02 14:27:51;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738520500;Medium;2012-06-05 10:11:49;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738538186;Medium;2012-05-02 14:19:07;Accepted;In Progress; C;E_3;G68;2nd;PROD714;se;Sweden;Lars
1-738554050;Medium;2012-05-02 14:30:23;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738554050;Medium;2012-05-02 14:31:59;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738554050;Medium;2012-06-05 10:12:04;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738554110;Medium;2012-05-02 14:34:54;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738554110;Medium;2012-05-02 14:36:26;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-738554110;Medium;2012-06-05 10:12:30;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Marie
1-738820901;Medium;2012-05-02 22:07:53;Accepted;In Progress; B;E_3;S12;2nd;PROD120;br;Brazil;Alice
1-738820901;Medium;2012-05-02 22:21:30;Accepted;Assigned; B;E_3;S12;2nd;PROD120;br;Brazil;Alice
1-738820974;Low;2012-05-02 22:20:24;Accepted;In Progress; B;E_3;S12;2nd;PROD120;br;Brazil;Alice
1-738820974;Low;2012-05-02 22:22:01;Accepted;Assigned; B;E_3;S12;2nd;PROD120;br;Brazil;Alice
1-738820974;Low;2012-05-25 17:38:43;Completed;Closed; B;E_3;S12;2nd;PROD120;br;Brazil;Alice
1-739196611;Medium;2012-05-03 08:25:49;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Niklas
1-739196611;Medium;2012-05-03 10:52:35;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Niklas
1-739220231;Low;2012-05-03 08:32:43;Accepted;In Progress; C;E_4;G89;2nd;PROD436;in;INDIA;Sameer
1-739220231;Low;2012-05-09 13:34:20;Accepted;Wait; C;E_4;G89;2nd;PROD436;in;INDIA;Sameer
1-739271601;Low;2012-05-03 09:48:58;Accepted;In Progress; A2;D_1;L50;3rd;PROD611;in;Sweden;Panigrahy
1-739276320;Medium;2012-05-03 11:40:49;Accepted;In Progress; A2;A2_4;G105;2nd;PROD337;se;Sweden;Venkata
1-739276320;Medium;2012-05-03 11:41:56;Accepted;Wait; A2;A2_4;G105;2nd;PROD337;se;Sweden;Venkata
1-739323204;Medium;2012-05-03 10:38:08;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Jesper
1-739385022;Low;2012-05-03 11:04:47;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Olof
1-739385022;Low;2012-05-03 11:05:56;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Olof
1-739385022;Low;2012-05-03 11:07:34;Accepted;Wait; C;E_10;G140;2nd;PROD660;se;Sweden;Olof
1-739385022;Low;2012-05-08 11:56:54;Accepted;In Progress; C;E_10;G140;2nd;PROD660;se;Sweden;Olof
1-739385022;Low;2012-05-09 08:57:50;Accepted;Wait; C;E_10;G140;2nd;PROD660;se;Sweden;Olof
1-739606592;Major;2012-05-03 15:26:17;Accepted;In Progress; A2;A2_4;G11;2nd;PROD49;0;Belgium;Joris
1-739606592;Major;2012-05-03 15:33:21;Completed;Closed; A2;A2_4;G11;2nd;PROD49;0;Belgium;Joris
1-739606592;Major;2012-05-04 11:17:14;Accepted;In Progress; A2;A2_4;G11;2nd;PROD49;0;Belgium;Joris
1-739633778;High;2012-05-03 16:32:07;Accepted;In Progress; A2;A2_2;K4;2nd;PROD424;pl;POLAND;Piotr
1-739633778;High;2012-05-03 16:43:05;Queued;Awaiting Assignment; A2;A2_2;K4;2nd;PROD424;pl;POLAND;Piotr
1-739633778;High;2012-05-03 16:51:26;Accepted;In Progress; A2;A2_2;K4;2nd;PROD424;pl;POLAND;Katarzyna
1-739633778;High;2012-05-03 17:02:30;Queued;Awaiting Assignment; C;E_10;G249;3rd;PROD424;pl;POLAND;Grzegorz
1-739633778;High;2012-05-23 12:32:48;Accepted;In Progress; C;E_10;G249;3rd;PROD424;pl;POLAND;Marcin
1-739633778;High;2012-05-23 12:33:33;Accepted;Assigned; C;E_10;G249;3rd;PROD424;pl;Brazil;Diogo
1-739695919;Major;2012-05-03 16:00:53;Accepted;In Progress; A2;A2_3;S21;2nd;PROD673;se;Sweden;Viktoria
1-739695919;Major;2012-05-03 17:35:20;Queued;Awaiting Assignment; A2;A2_3;S21;2nd;PROD673;se;Sweden;Viktoria
1-739695919;Major;2012-05-04 10:35:45;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-739695919;Major;2012-05-06 18:27:57;Accepted;In Progress; C;E_7;G134;2nd;PROD673;se;Sweden;Peter
1-739695919;Major;2012-05-08 12:51:42;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-739695919;Major;2012-05-08 13:24:52;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD673;se;Sweden;Praveen
1-739695919;Major;2012-05-10 13:25:04;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD673;se;Sweden;Martin
1-739695919;Major;2012-05-11 09:41:18;Accepted;In Progress; C;C_6;G273;3rd;PROD673;se;Sweden;Pascal
1-739695919;Major;2012-05-16 14:22:25;Completed;Closed; C;C_6;G273;3rd;PROD673;se;Sweden;Pascal
1-739695919;Major;2012-05-29 12:10:03;Accepted;In Progress; C;C_6;G273;3rd;PROD673;se;Sweden;Pascal
1-739695919;Major;2012-05-29 12:17:45;Completed;Closed; C;C_6;G273;3rd;PROD673;se;Sweden;Pascal
1-740315794;Medium;2012-05-04 13:38:08;Queued;Awaiting Assignment; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-740315794;Medium;2012-06-04 09:36:02;Accepted;In Progress; C;C_6;G144;3rd;PROD660;se;Sweden;John
1-740460519;Medium;2012-05-04 11:26:13;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-740460519;Medium;2012-05-04 11:27:48;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-740460519;Medium;2012-05-04 16:17:32;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-740527376;Medium;2012-05-04 10:53:40;Accepted;In Progress; V2;;T3;2nd;PROD449;se;Sweden;Bj÷rn
1-740597491;Medium;2012-05-04 12:43:49;Queued;Awaiting Assignment; C;C_6;G225;3rd;PROD802;se;France;Olivier
1-740597491;Medium;2012-05-04 12:46:02;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Andreas
1-740597491;Medium;2012-05-04 12:54:17;Queued;Awaiting Assignment; C;C_6;G225;3rd;PROD802;se;France;Olivier
1-740597491;Medium;2012-05-07 10:47:48;Accepted;In Progress; C;C_6;G225;3rd;PROD802;se;France;Nicolas
